pathway_name,gene_symbol
BIOCARTA_VEGF_PATHWAY,['CALM1']
BIOCARTA_AKAPCENTROSOME_PATHWAY,['CALM1']
REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE,['CALM1']
BIOCARTA_TEL_PATHWAY,['CALM1']
KEGG_NON_HOMOLOGOUS_END_JOINING,['CALM1']
REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS,['CALM1']
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION,"['ANOS1', 'FGF4', 'FGFR1', 'FGF20', 'FGF9', 'FGF8', 'FGF6', 'FGF1', 'FGF23', 'FGF5', 'FGF2', 'FGF17']"
BIOCARTA_ATRBRCA_PATHWAY,['CALM1']
REACTOME_STIMULI_SENSING_CHANNELS,['CALM1']
BIOCARTA_NTHI_PATHWAY,['CALM1']
REACTOME_ANTIMICROBIAL_PEPTIDES,['CALM1']
REACTOME_EPH_EPHRIN_SIGNALING,['CALM1']
KEGG_ACUTE_MYELOID_LEUKEMIA,['CALM1']
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,['CALM1']
REACTOME_CD22_MEDIATED_BCR_REGULATION,"['CD79B', 'CD22', 'CD79A', 'PTPN6', 'IGKV4-1', 'IGKV5-2', 'IGKV3D-20', 'IGLV6-57', 'IGLV1-51', 'IGLV1-47', 'IGLV1-44', 'IGLV7-43', 'IGLV1-40', 'IGLV3-27', 'IGLV3-25', 'IGLV2-23', 'IGLV3-21', 'IGLV3-19', 'IGLV2-14', 'IGLV2-11', 'IGLV3-1', 'IGLC2', 'IGLC3', 'IGHD', 'IGHM', 'IGHV1-2', 'IGHV2-5', 'IGHV3-7', 'IGHV3-11', 'IGHV3-13', 'IGHV3-23', 'IGHV3-33', 'IGHV4-34', 'IGHV4-39', 'IGHV1-46', 'IGHV3-48', 'IGHV3-53', 'IGHV1-69', 'IGHV4-59', 'IGKV2D-30', 'IGKV3-20', 'IGKV1D-33', 'IGKV1-17', 'IGKV1-16', 'IGKV1D-16', 'IGKV3-11', 'IGKV1-33', 'IGKV1-39', 'IGKV2D-28', 'IGKV2-30', 'IGKV1-12', 'IGKV1-5', 'IGKV2-28', 'IGKV3-15', 'IGKV2D-40', 'IGKV1D-39', 'LYN', 'IGHV3-30', 'IGHV2-70', 'IGLV2-8', 'IGKV1D-12']"
REACTOME_SIGNALING_BY_BMP,['CALM1']
PID_FOXM1_PATHWAY,['CALM1']
BIOCARTA_LYM_PATHWAY,"['CXCL8', 'IL1A', 'MADCAM1', 'VCAM1', 'ITGAL', 'CD34', 'ITGB2', 'PECAM1', 'ICAM2', 'ITGA4', 'GLYCAM1', 'ICAM1', 'ITGB1', 'SELL']"
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ,['CALM1']
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,['CALM1']
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,['CALM1']
KEGG_COLORECTAL_CANCER,['CALM1']
REACTOME_G_PROTEIN_GATED_POTASSIUM_CHANNELS,['CALM1']
PID_P38_ALPHA_BETA_PATHWAY,['CALM1']
REACTOME_GLUTATHIONE_CONJUGATION,['CALM1']
BIOCARTA_ALK_PATHWAY,['CALM1']
REACTOME_MEIOTIC_SYNAPSIS,['CALM1']
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,['CALM1']
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,['CALM1']
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,['CALM1']
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,['CALM1']
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,['CALM1']
REACTOME_HSF1_ACTIVATION,['CALM1']
BIOCARTA_REELIN_PATHWAY,"['LRP8', 'VLDLR', 'FYN', 'DAB1', 'CDK5R1', 'CDK5', 'RELN']"
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN:_ROLES_OF_E1_AND_E2_ENZYMES,['CALM1']
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,['CALM1']
REACTOME_MET_RECEPTOR_ACTIVATION,['CALM1']
REACTOME_NCAM1_INTERACTIONS,['CALM1']
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS,['CALM1']
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,['CALM1']
REACTOME_DEFECTIVE_CSF2RB_CAUSES_PULMONARY_SURFACTANT_METABOLISM_DYSFUNCTION_5_SMDP5,"['CSF2RB', 'SFTPA1', 'SFTPD', 'SFTPC', 'SFTPB', 'SFTPA2', 'CSF2RA', 'SFTA3']"
REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX,['CALM1']
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,['CALM1']
REACTOME_2_LTR_CIRCLE_FORMATION,['CALM1']
SA_TRKA_RECEPTOR,['CALM1']
BIOCARTA_BARRESTIN_SRC_PATHWAY,['CALM1']
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,"['CA12', 'CA2', 'CA9', 'CA14', 'CA6', 'CA1', 'CA3', 'CA4', 'CA7', 'CA5B', 'CA5A', 'CA13']"
REACTOME_STAT5_ACTIVATION,"['GAB2', 'FLT3LG', 'FLT3', 'STAT5A', 'STAT5B', 'GRB2', 'PTPN11']"
REACTOME_REGULATION_OF_ACTIN_DYNAMICS_FOR_PHAGOCYTIC_CUP_FORMATION,['CALM1']
BIOCARTA_NFKB_PATHWAY,['CALM1']
BIOCARTA_CD40_PATHWAY,['CALM1']
REACTOME_PLASMA_LIPOPROTEIN_REMODELING,['CALM1']
PID_SMAD2_3PATHWAY,['CALM1']
PID_CD40_PATHWAY,['CALM1']
REACTOME_SIGNALING_BY_ACTIVIN,['CALM1']
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,['CALM1']
BIOCARTA_SPRY_PATHWAY,['CALM1']
REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC,"['ACTB', 'CCT4', 'TCP1', 'CCT6B', 'CCT7', 'CCT6A', 'CCT5', 'CCT8', 'CCT3', 'CCT2']"
REACTOME_AURKA_ACTIVATION_BY_TPX2,['CALM1']
REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION,['CALM1']
REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION,['CALM1']
KEGG_CHEMOKINE_SIGNALING_PATHWAY,['CALM1']
REACTOME_LAGGING_STRAND_SYNTHESIS,['CALM1']
REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,"['IRF3', 'TICAM1', 'TRAF3', 'TANK', 'RPS27A', 'UBC', 'TLR3', 'UBB', 'TBK1', 'IRF7', 'UBA52', 'IKBKE']"
REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,"['ABCB1', 'SLC22A2', 'ABCG2', 'SLC22A3', 'SLC22A1']"
REACTOME_FRS2_MEDIATED_ACTIVATION,['CALM1']
REACTOME_SULFIDE_OXIDATION_TO_SULFATE,"['ETHE1', 'TST', 'SQOR', 'SUOX', 'SLC25A10', 'TSTD1']"
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,['CALM1']
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,['CALM1']
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION,['CALM1']
REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN,"['CD9', 'HSP90AA1', 'HSP90AB1', 'HBEGF', 'EEF2', 'TXNRD1']"
PID_ATR_PATHWAY,['CALM1']
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,['CALM1']
REACTOME_SULFUR_AMINO_ACID_METABOLISM,['CALM1']
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS,"['DCN', 'VCAN', 'DSE', 'UST', 'CSPG5', 'NCAN', 'BCAN', 'CHST14', 'DSEL', 'CSPG4', 'BGN']"
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,['CALM1']
BIOCARTA_PAR1_PATHWAY,['CALM1']
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,['CALM1']
REACTOME_CIRCADIAN_CLOCK,['CALM1']
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,['CALM1']
REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES,"['ALOX12', 'ALOX15', 'GPX4', 'GPX2', 'ALOXE3', 'ALOX12B', 'GPX1']"
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY,"['CBFB', 'TNRC6C', 'TNRC6A', 'AGO1', 'TNRC6B', 'CDK6', 'CCND1', 'CCND3', 'CCND2', 'AGO2', 'AGO3', 'AGO4', 'PML', 'MOV10', 'RUNX1', 'PTPN11', 'SRC']"
REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS,"['MAPK9', 'MAPK1', 'MAPK3', 'MAPK8', 'MAPK10', 'MAPK14', 'ATF2', 'FOS', 'JUN', 'MAPK11']"
BIOCARTA_RAN_PATHWAY,"['RAN', 'RANBP1', 'RANGAP1', 'RANBP2', 'RCC1']"
REACTOME_INTEGRIN_SIGNALING,['CALM1']
BIOCARTA_P27_PATHWAY,['CALM1']
REACTOME_PI5P_REGULATES_TP53_ACETYLATION,"['EP300', 'MAP2K6', 'PIN1', 'TP53', 'PIP4K2A', 'PIP4P1', 'PIP4K2C', 'ING2', 'PIP4K2B']"
BIOCARTA_RACCYCD_PATHWAY,['CALM1']
BIOCARTA_PRION_PATHWAY,"['APLP1', 'BCL2', 'NFE2L2', 'LAMA1', 'RPSA', 'PRNP', 'GFAP', 'DNAJB1', 'DNAJB6', 'LAMC1', 'LAMB1', 'HSPA5']"
REACTOME_DOWNREGULATION_OF_ERBB2:ERBB3_SIGNALING,['CALM1']
BIOCARTA_HSP27_PATHWAY,['CALM1']
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,['CALM1']
BIOCARTA_CCR5_PATHWAY,['CALM1']
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA,['CALM1']
KEGG_RIBOSOME,['CALM1']
REACTOME_RELAXIN_RECEPTORS,['CALM1']
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,['CALM1']
NABA_MATRISOME,['CALM1']
BIOCARTA_D4GDI_PATHWAY,['CALM1']
REACTOME_NONSENSE_MEDIATED_DECAY_NMD_INDEPENDENT_OF_THE_EXON_JUNCTION_COMPLEX_EJC,['CALM1']
BIOCARTA_RAC1_PATHWAY,['CALM1']
BIOCARTA_MHC_PATHWAY,"['TAP2', 'PSMB6', 'PSMB8', 'HLA-A', 'TAP1', 'PSMB5', 'CD74', 'HLA-DRA', 'B2M', 'HLA-DRB5', 'PSMB9', 'HLA-DRB1', 'HLA-DRB4', 'HLA-DRB3']"
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES,['CALM1']
REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS,['CALM1']
REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,['CALM1']
BIOCARTA_TCRA_PATHWAY,"['CD3G', 'CD3E', 'CD247', 'ZAP70', 'FYN', 'LCK', 'CD3D', 'HLA-DRA', 'HLA-DRB5', 'CD4', 'PTPRC', 'HLA-DRB1', 'HLA-DRB4', 'HLA-DRB3']"
REACTOME_CELL_CYCLE_CHECKPOINTS,['CALM1']
REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS,"['DCN', 'VCAN', 'CSPG5', 'NCAN', 'CHSY1', 'BCAN', 'CSPG4', 'BGN']"
KEGG_LINOLEIC_ACID_METABOLISM,['CALM1']
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,['CALM1']
BIOCARTA_ACH_PATHWAY,['CALM1']
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,"['CD80', 'CD86', 'HIST3H2BB', 'CD28', 'H2AFY', 'HIST1H2AA', 'HIST1H2AD', 'HIST3H2A', 'HIST1H2AE', 'FCGR1A', 'HIST2H2AB', 'HIST2H3C', 'HIST2H2AA4', 'C9', 'CTSG', 'H3.Y', 'HIST1H4I', 'FCGR3B', 'FCGR2A', 'C8A', 'HIST3H3', 'C7', 'FCGR3A', 'C8G', 'FCGR2B', 'C8B', 'HLA-DRB4', 'HLA-DRB5', 'HLA-DRB3', 'C6', 'C5', 'ELANE', 'HIST4H4', 'C4B', 'C4A', 'HIST2H4B', 'HLA-DPA1', 'H2AFB3', 'HLA-DPB1', 'HLA-DQA1', 'HLA-DQA2', 'HLA-DQB1', 'HIST2H4A', 'HIST1H2BB', 'H2AFX', 'H2AFZ', 'HIST1H2BD', 'C2', 'H3F3B', 'C1S', 'C3', 'C1QB', 'HIST1H2AH', 'C1QA', 'H3F3A', 'C1R', 'C1QC', 'HIST1H2BK', 'ACTN2', 'HLA-DRB1', 'ACTN3', 'HLA-DRA', 'HIST1H2AG', 'HLA-DOA', 'HLA-DOB', 'HIST1H3F', 'TNF', 'HIST1H4D', 'FCGR2C', 'HIST1H4K', 'H2AFY2', 'HIST1H4F', 'H2AFV', 'HIST1H4C', 'HIST1H4J', 'HIST1H4B', 'HLA-DMB', 'HIST1H4H', 'HLA-DMA', 'ACTN4', 'HIST1H4L', 'HIST1H2BJ', 'ACTN1', 'HIST1H4E', 'HIST1H4G', 'H2BFWT', 'HIST2H2BE', 'GRIN2A', 'GRIN2B', 'RO60', 'TRIM21', 'HIST1H3D', 'HIST1H3A', 'HIST2H2BF', 'HIST1H3G', 'HIST1H3I', 'HIST1H3E', 'HIST1H3C', 'HIST1H4A', 'IL10', 'HIST1H3B', 'SSB', 'HIST1H3H', 'HIST2H3A', 'HIST1H3J', 'H2BFM', 'H2AFB1', 'H3F3C', 'HIST2H2AC', 'HIST1H2BG', 'H2AFB2', 'H2AFJ', 'SNRPD3', 'HIST1H2APS6', 'IFNG', 'HIST1H2BL', 'HIST1H2BI', 'HIST1H2BH', 'HIST1H2BO', 'HIST1H2BC', 'HIST1H2BM', 'HIST1H2BN', 'HIST1H2BE', 'HIST1H2BF', 'CD40LG', 'CD40', 'SNRPB', 'HIST1H2AI', 'HIST2H3D', 'HIST2H2AA3', 'HIST1H2AM', 'SNRPD1', 'HIST1H2AB', 'HIST1H2AC', 'HIST1H2AL', 'HIST1H2AJ', 'HIST1H2BA', 'HIST1H2AK']"
REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS,['CALM1']
PID_PI3KCI_PATHWAY,['CALM1']
PID_HEDGEHOG_GLI_PATHWAY,['CALM1']
REACTOME_COHESIN_LOADING_ONTO_CHROMATIN,['CALM1']
PID_NFAT_TFPATHWAY,['CALM1']
REACTOME_GDP_FUCOSE_BIOSYNTHESIS,"['TSTA3', 'GMDS', 'FUOM', 'FCSK', 'SLC35C1', 'FPGT']"
REACTOME_DNA_DAMAGE_REVERSAL,['CALM1']
PID_WNT_NONCANONICAL_PATHWAY,['CALM1']
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY,['CALM1']
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS,['CALM1']
REACTOME_INTRAFLAGELLAR_TRANSPORT,['CALM1']
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS,['CALM1']
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS,['CALM1']
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,['CALM1']
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,['CALM1']
REACTOME_DEGRADATION_OF_AXIN,['CALM1']
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION,"['TEAD3', 'WWTR1', 'RUNX3', 'TEAD2', 'CCN2', 'YAP1', 'TEAD1', 'TEAD4']"
REACTOME_LEADING_STRAND_SYNTHESIS,['CALM1']
REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS,['CALM1']
SA_MMP_CYTOKINE_CONNECTION,['CALM1']
KEGG_LYSINE_DEGRADATION,['CALM1']
KEGG_GLIOMA,['CALM1']
REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR,"['MLH1', 'MSH2', 'MSH3', 'MSH6', 'PMS2']"
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,['CALM1']
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,['CALM1']
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,['CALM1']
PID_IL3_PATHWAY,['CALM1']
REACTOME_SYNTHESIS_OF_LIPOXINS_LX,"['ALOX5', 'PTGR1', 'ALOX12', 'ALOX5AP', 'HPGD', 'LTC4S']"
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION,['CALM1']
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,['CALM1']
REACTOME_LIGAND_RECEPTOR_INTERACTIONS,"['CDON', 'DHH', 'BOC', 'IHH', 'HHIP', 'SHH', 'GAS1', 'PTCH1']"
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN,"['MRE11', 'XRCC5', 'DTX4', 'IRF3', 'NLRP4', 'IFI16', 'NLRC3', 'DDX41', 'TBK1', 'TMEM173', 'XRCC6', 'TREX1', 'PRKDC']"
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,"['TSPOAP1', 'SYT1', 'CHAT', 'RIMS1', 'RAB3A', 'STX1A', 'SLC5A7', 'PPFIA1', 'SNAP25', 'STXBP1', 'PPFIA2', 'PPFIA4', 'CPLX1', 'PPFIA3', 'SLC18A3', 'UNC13B', 'VAMP2']"
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1,['CALM1']
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,['CALM1']
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,['CALM1']
REACTOME_CREB3_FACTORS_ACTIVATE_GENES,['CALM1']
PID_INTEGRIN_A9B1_PATHWAY,['CALM1']
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,['CALM1']
REACTOME_LIPOPHAGY,"['PLIN3', 'PRKAG2', 'HSPA8', 'PRKAB1', 'PRKAG3', 'PRKAB2', 'PLIN2', 'PRKAA2', 'PRKAG1']"
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY,['CALM1']
REACTOME_FCERI_MEDIATED_CAPLUS2_MOBILIZATION,['CALM1']
REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,['CALM1']
REACTOME_SIGNALING_BY_INTERLEUKINS,['CALM1']
REACTOME_MRNA_SPLICING,['CALM1']
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS,['CALM1']
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY,"['LAMA3', 'LAMC2', 'COL17A1', 'ITGA6', 'ITGB4', 'DST', 'CD151', 'PLEC', 'KRT5', 'KRT14', 'LAMB3']"
REACTOME_PHOSPHOLIPID_METABOLISM,['CALM1']
BIOCARTA_VITCB_PATHWAY,"['COL4A1', 'COL4A6', 'COL4A5', 'SLC2A3', 'P4HB', 'SLC2A1', 'COL4A2', 'SLC23A2', 'COL4A3', 'COL4A4', 'SLC23A1']"
PID_FANCONI_PATHWAY,['CALM1']
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,"['CD4', 'PAG1', 'PTPRC', 'CSK', 'PTPN22', 'PTPRJ', 'CD3G', 'CD3D', 'LCK', 'HLA-DRB3', 'HLA-DRB1', 'HLA-DQA1', 'HLA-DRB5', 'CD247', 'CD3E', 'HLA-DRA', 'TRAV8-4', 'TRAV19', 'TRAV29DV5', 'HLA-DPB1', 'HLA-DRB4', 'HLA-DPA1', 'HLA-DQB2', 'HLA-DQA2', 'TRBV12-3', 'TRBV7-9']"
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,['CALM1']
BIOCARTA_GPCR_PATHWAY,['CALM1']
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS,"['HGF', 'MET', 'TNS4', 'TNS3', 'ITGB1']"
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,['CALM1']
REACTOME_MAPK1_ERK2_ACTIVATION,['CALM1']
REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING,['CALM1']
REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7,['CALM1']
PID_GLYPICAN_1PATHWAY,['CALM1']
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,['CALM1']
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION,['CALM1']
BIOCARTA_RANMS_PATHWAY,"['RAN', 'RANBP1', 'RANGAP1', 'TPX2', 'AURKA', 'NUMA1', 'RCC1', 'KPNB1', 'KPNA2', 'KIF15']"
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,['CALM1']
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION,"['ADCYAP1R1', 'ADORA2A', 'ADCYAP1', 'NTRK2', 'NTRK1']"
REACTOME_PROTEIN_REPAIR,"['PCMT1', 'TXN', 'MSRB2', 'MSRB3', 'MSRA', 'MSRB1']"
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,['CALM1']
REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING,['CALM1']
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,['CALM1']
BIOCARTA_CIRCADIAN_PATHWAY,['CALM1']
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,['CALM1']
KEGG_P53_SIGNALING_PATHWAY,['CALM1']
PID_S1P_META_PATHWAY,"['ABCC1', 'GNA12', 'S1PR3', 'GNA15', 'GNAI2', 'SGPL1', 'SGPP1', 'GNAQ', 'GNAZ', 'S1PR2', 'GNAI1', 'S1PR4', 'SPHK2', 'GNA11', 'GNA14', 'GNAI3', 'SPHK1', 'S1PR1', 'S1PR5', 'GNA13', 'GNAO1']"
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,['CALM1']
REACTOME_CTLA4_INHIBITORY_SIGNALING,['CALM1']
REACTOME_ACTIVATION_OF_TRKA_RECEPTORS,"['ADCYAP1R1', 'ADORA2A', 'NGF', 'ADCYAP1', 'NTRK2', 'NTRK1']"
REACTOME_BASIGIN_INTERACTIONS,['CALM1']
BIOCARTA_PLCD_PATHWAY,"['PLCD1', 'ADRA1B', 'PRKCB', 'TGM2', 'PRKCA']"
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,['CALM1']
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,['CALM1']
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS,"['ST3GAL6', 'ST3GAL4', 'ST3GAL3', 'FUT5', 'FUT6', 'ST6GALNAC6', 'B3GALT2', 'B4GALNT2', 'FUT3', 'B3GALT1', 'FUT9', 'FUT10', 'FUT1', 'FUT2', 'FUT7', 'B3GALT5', 'RHD', 'RHCE', 'FUT4', 'FUT11', 'B3GALT4']"
BIOCARTA_BBCELL_PATHWAY,"['FASLG', 'FAS', 'CD28', 'CD40', 'HLA-DRA', 'HLA-DRB5', 'CD40LG', 'CD4', 'HLA-DRB1', 'HLA-DRB4', 'HLA-DRB3']"
REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,"['HEBP1', 'ANXA1', 'APP', 'FPR2', 'FPR1', 'SAA1', 'FPR3', 'CCL23']"
BIOCARTA_RECK_PATHWAY,"['MMP14', 'HRAS', 'MMP9', 'RECK', 'MMP2', 'TIMP1', 'TIMP4', 'TIMP2', 'TIMP3']"
KEGG_GLUTATHIONE_METABOLISM,['CALM1']
BIOCARTA_SET_PATHWAY,['CALM1']
BIOCARTA_EGFR_SMRTE_PATHWAY,['CALM1']
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,['CALM1']
REACTOME_ERYTHROPOIETIN_ACTIVATES_RAS,['CALM1']
REACTOME_G_BETA:GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,['CALM1']
SA_B_CELL_RECEPTOR_COMPLEXES,['CALM1']
REACTOME_MITOPHAGY,['CALM1']
PID_IL2_PI3K_PATHWAY,['CALM1']
BIOCARTA_EICOSANOID_PATHWAY,['CALM1']
REACTOME_ECM_PROTEOGLYCANS,['CALM1']
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,['CALM1']
REACTOME_MUSCLE_CONTRACTION,['CALM1']
BIOCARTA_MPR_PATHWAY,['CALM1']
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,"['REV3L', 'RFC1', 'RFC2', 'RPA3', 'RFC5', 'MAD2L2', 'RPA2', 'POLK', 'RPA1', 'PCNA', 'RFC3', 'REV1', 'RPS27A', 'UBC', 'RFC4', 'UBB', 'UBA52']"
REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,['CALM1']
KEGG_FOCAL_ADHESION,['CALM1']
REACTOME_COENZYME_A_BIOSYNTHESIS,['CALM1']
REACTOME_INTERFERON_SIGNALING,['CALM1']
REACTOME_OPIOID_SIGNALLING,['CALM1']
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,['CALM1']
REACTOME_SIGNALING_BY_HEDGEHOG,['CALM1']
REACTOME_FREE_FATTY_ACID_RECEPTORS,"['GPR31', 'FFAR2', 'FFAR1', 'FFAR3', 'FFAR4']"
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS,['CALM1']
BIOCARTA_TCR_PATHWAY,['CALM1']
BIOCARTA_PEPI_PATHWAY,"['CXCL8', 'ELANE', 'CELA1', 'GRN', 'SLPI', 'CELA2A', 'CELA2B', 'CELA3B']"
KEGG_LIMONENE_AND_PINENE_DEGRADATION,['CALM1']
REACTOME_G_BETA:GAMMA_SIGNALLING_THROUGH_CDC42,['CALM1']
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING,"['FOXP3', 'CBFB', 'ESR1', 'AXIN1', 'RSPO3', 'RUNX1']"
REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING,['CALM1']
