"","seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes"
"500","chr19",52996083,52996617,535,"*",4,1.04794089534603e-05,0.00354322338747673,0.0796825670625211,0.0122077485777218,-0.0353884204307288,-0.0267127027327752,"ZNF578"
"501","chr3",9291125,9291773,649,"*",9,1.30216281197856e-07,0.00308002594261862,0.0928260505194631,0.012382165094385,-0.0186480303848163,0.00103133823659245,"SRGAP3, SNORD38"
"502","chr11",63272554,63272764,211,"*",2,1.26152655702343e-06,0.0078689939574267,0.0302700485035751,0.0124652887357671,-0.0335979512672415,-0.0214366547777474,"SNORD43"
"503","chr7",1961785,1961968,184,"*",3,6.65665881405963e-06,0.00962150364446084,0.0376913088757144,0.0124763313316818,0.0242883616856165,0.0185652788543771,"MAD1L1"
"504","chr16",21532721,21532834,114,"*",3,1.41130545584001e-05,0.00606044589603648,0.0473243148755968,0.0124780730610135,-0.0128627947923525,-0.0114607249082882,NA
"505","chr8",103820770,103821171,402,"*",2,7.96311641796942e-06,0.0076278117766572,0.0327442634392376,0.012487542158269,-0.0232522109259276,-0.0157964166921235,"KB-1732A1.1, SNORA32"
"506","chr19",57988497,57989282,786,"*",10,1.84170219165691e-08,0.00426841303964978,0.0979274892484897,0.0125627662594066,0.0176406761946171,0.0100186139954188,"AC003005.2, AC004076.9, ZNF772"
"507","chr17",38171530,38171697,168,"*",2,4.21829821500637e-07,0.0165685667887278,0.0104735300505792,0.0126712084243691,-0.0202949084950629,-0.0141078075503223,"SNORA69, CSF3"
"508","chr7",128579876,128579964,89,"*",3,1.32440657253787e-05,0.00592759265008194,0.0522905405103478,0.0126745301666067,-0.0225021285275856,-0.0186665034328526,"IRF5"
"509","chr13",50700606,50701501,896,"*",5,3.24205988045455e-07,0.00739075467157413,0.0608661831681211,0.0127244937544231,-0.0374974152431248,-0.023573013502753,"SNORD36, DLEU1, SNORD37"
"510","chr12",51784644,51785163,520,"*",3,4.65440282884363e-06,0.00578478767916953,0.0457389505296083,0.0127389951161315,-0.0121471964294696,-0.00608626832215713,"SLC4A8, GALNT6, snoMe28S-Am2634"
"511","chr8",1954777,1955196,420,"*",4,1.89768384183667e-05,0.00525380105117432,0.062484554868967,0.0127616566729616,-0.0199131723198188,-0.0167612590838293,"KBTBD11"
"512","chr14",70883608,70883883,276,"*",4,2.97547169581812e-06,0.00640147716296916,0.0359290891036046,0.012880658676268,0.00792912181281995,0.00611996733072047,"SNORA46, SNORA79, SYNJ2BP-COX16, SYNJ2BP"
"513","chr3",129326718,129326828,111,"*",3,1.89058540361538e-06,0.0575286628681801,0.0100962514906881,0.012900630433338,-0.0198698863543865,-0.0116240139082787,"SNORA33, SNORA81, SNORD66, SNORD2, SNORD5, SNORD63, SNORD61, Metazoa_SRP, SNORA18, U4"
"514","chr17",7082699,7083064,366,"*",4,8.49785980485322e-06,0.0038620183678974,0.0804556353240832,0.0129067437571682,-0.0224542581908332,-0.0148562404655723,"ASGR1"
"515","chr11",5653254,5653405,152,"*",3,3.19924226814306e-05,0.00494170372010487,0.0658769615705231,0.0129449261470009,0.017435815576764,0.0141328520054157,"LSP1, TRIM6-TRIM34, TRIM34, HBG2"
"516","chr15",43398101,43398581,481,"*",8,3.15581471559828e-07,0.0123400331685446,0.0821796632727575,0.0129713493222821,0.0201892077456298,0.00699996224112362,"UBR1, EPB42"
"517","chr17",80969109,80969749,641,"*",5,5.97199738465228e-07,0.00982429688927872,0.0660389408355624,0.0131537670095731,-0.0241461537223295,-0.0109067966323097,"SNORA69, B3GNTL1"
"518","chr5",134526124,134526752,629,"*",5,2.36369512892287e-06,0.00376954576785857,0.0785019507072895,0.0131886193864732,-0.0202213156899336,-0.016730701078925,"C5orf66, SNORA27, SNORA68, SNORA57, 7SK, SNORD45, SNORD95"
"519","chr14",39734964,39735211,248,"*",2,1.72324990858953e-05,0.00759896600968913,0.0403550554341676,0.0132574421742641,-0.0310837209020355,-0.0297097112910625,"RP11-407N17.3, CTAGE5, SNORA79, RP11-407N17.5"
"520","chr16",85607562,85607651,90,"*",2,3.05258745066386e-06,0.00799009435688069,0.036053113091612,0.0133291873373842,-0.0200538954777039,-0.0193843322254607,NA
"521","chr8",128808017,128808063,47,"*",2,1.27050215838553e-05,0.00756829347598556,0.0422973994882451,0.0133925024471017,0.0301953729519036,0.026103975014057,"PVT1"
"522","chr6",35461236,35461818,583,"*",4,1.58360328172908e-05,0.00481442952935031,0.0622498372258332,0.0134299344321674,-0.0117679841490117,-0.00522389185654106,"SNORA38, TEAD3, SNORA20"
"523","chr1",26855423,26855765,343,"*",3,2.47156134135855e-06,0.0334376679153373,0.0237905571679173,0.0134438877008468,-0.020764604016819,-0.0143762557687471,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, SCARNA17, SCARNA18, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, snoU109, SNORD60"
"524","chr1",153746211,153746899,689,"*",4,4.12738339763056e-07,0.00375712519568302,0.0875518473355947,0.0135337401036633,-0.0217532791863773,-0.0148482174355756,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, INTS3, SLC27A3, SNORA58, CKS1B, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA42, SNORA40, SCARNA4, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"525","chr6",31702632,31705409,2778,"*",21,2.42871244351287e-06,0.000808416115318077,0.171070962408052,0.0135935745076146,-0.0137268725922155,0.000853905790268472,"SNORA38, CLIC1, SNORA20"
"526","chr10",116444240,116444463,224,"*",3,4.16544240255118e-06,0.0724838270901838,0.0152344258734533,0.013613142025254,-0.0246463821388255,-0.0144664877019922,"ABLIM1"
"527","chr17",80794081,80794274,194,"*",3,1.59940085479555e-05,0.011992650196924,0.0159356779972722,0.0138024874044419,-0.0167688699806844,-0.0103726332710179,"SNORA69, TBCD, ZNF750"
"528","chr11",57529255,57529614,360,"*",4,1.23100953016376e-05,0.00529491207620757,0.0645114775652094,0.0138295943282181,-0.0230818753939202,-0.017895422647102,"TMX2-CTNND1, RP11-691N7.6, CTNND1, SNORD43"
"529","chr1",158147629,158147849,221,"*",3,1.79609264744302e-05,0.00524951751953544,0.0692944412195121,0.0138501028183759,0.048257788239178,0.0320425667633072,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SNORD59, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA40, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"530","chr6",30700534,30700632,99,"*",3,1.53817519075984e-05,0.0557302658062647,0.0269347456417973,0.01385799062977,-0.0166516637527305,-0.0102541608241251,"FLOT1, SNORA20"
"531","chr4",863878,864100,223,"*",3,2.00800996772983e-05,0.00594789518100296,0.0559200455916887,0.013866936747029,-0.0153571083397483,-0.00950676344616748,"GAK"
"532","chr16",8963642,8963860,219,"*",3,2.50887574613362e-06,0.0354375106535901,0.0300228267174229,0.0139662934936038,-0.0230516519237413,-0.0144660886837982,"RP11-77H9.6"
"533","chr22",40296767,40297048,282,"*",3,2.11348759328571e-05,0.0119201191131375,0.0385220183229467,0.0140230751061362,0.0246537121104199,0.0127129897824485,NA
"534","chr1",25349562,25349681,120,"*",2,3.91005161801237e-06,0.0141355675986473,0.0152992325850305,0.0140505127937254,0.0170925336645555,0.0108050679858835,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, SCARNA17, SCARNA18, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, snoU109, SNORD60"
"535","chr2",61243988,61245510,1523,"*",18,1.65875374847033e-09,0.00134069887621114,0.152328550346398,0.0140681460708416,0.0137376021703318,0.00537936661903522,"SNORA73, SNORA64, SNORD75, SNORA12, PEX13, SNORA74, SNORA19, snR65, 5S_rRNA, SNORA4, SNORD11, SNORA41, SCARNA6, SNORD39, SNORD18, SNORA36, SNORA75, PUS10, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"536","chr19",44039446,44039870,425,"*",5,1.32800330046218e-06,0.0194660714145003,0.0608819126321298,0.014090188380129,-0.0273484882475301,-0.0180879937846282,"ZNF575"
"537","chr19",47217237,47218031,795,"*",10,1.16709274276918e-08,0.00573755791499539,0.0835378500466075,0.0140906019485315,0.0122762332470435,0.00468980264935362,"PRKD2"
"538","chr10",13390286,13391194,909,"*",9,5.05799364761099e-08,0.00463047174851979,0.110460034849388,0.0141161018144687,0.0124257877270135,0.00551139194744493,"SEPHS1"
"539","chr1",156722206,156722321,116,"*",3,2.78438553253246e-05,0.0184892078045173,0.0339905542194788,0.0141317016697242,0.00517030082908024,0.00388961521259438,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SNORD59, PRCC, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA40, HDGF, SNORD64, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"540","chr11",59823993,59824541,549,"*",5,7.03775519866369e-06,0.00377907906618263,0.087501280729737,0.0141932116377998,-0.0245868538958023,-0.021425127393149,"MS4A3, SNORD43"
"541","chr14",75744458,75745098,641,"*",4,4.08056399385685e-06,0.00536941749588894,0.0693972904784915,0.0141945449594027,0.00505805969460904,0.00393867143612659,"SNORA46, SNORA79"
"542","chr15",52861396,52861919,524,"*",5,9.92047810819591e-07,0.00546816258885755,0.0608950410794186,0.0142144659466805,-0.0180671381986417,1.59556605761085e-05,"ARPP19"
"543","chr14",102677141,102677294,154,"*",2,1.59668582419691e-05,0.009845542554559,0.0279917773087759,0.0142926531505865,-0.0267167351401835,-0.0256704801359482,"WDR20"
"544","chr15",40762807,40763073,267,"*",5,5.59960283774488e-07,0.0843499698821494,0.0305923924040464,0.0144023578073561,-0.0317532789913536,-0.00966161533399363,NA
"545","chr6",33874211,33874232,22,"*",2,1.47452997556468e-05,0.00910979601881283,0.0338171134635471,0.0144196563057473,-0.00812004038888614,-0.00662393421307467,"SNORA38, RP3-468B3.2, SNORA20"
"546","chr6",12289897,12290473,577,"*",7,2.41405004704336e-06,0.00216938676366003,0.124323736814951,0.0144562998468709,0.00744838698606774,0.00560632030806122,"SNORA20"
"547","chr21",45232232,45232601,370,"*",5,4.54530740757466e-06,0.0373226650619802,0.0696948439086319,0.0145362738873363,-0.0241709045416984,-0.014980215192774,"AP001053.11"
"548","chr21",45773400,45774664,1265,"*",6,5.32392263962419e-08,0.0160591520321466,0.0742034871169853,0.0146568605235981,-0.030865520070479,-0.0183363141984,"TRPM2"
"549","chr11",67007553,67007855,303,"*",10,1.01243842700658e-07,0.00422813266096685,0.116940498240033,0.0146810444063357,0.00642819071452136,0.00450876173599459,"KDM2A, SNORD43"
"550","chr5",140079336,140080575,1240,"*",12,1.11564421326418e-08,0.00195844566932754,0.12798320361408,0.014683594463982,0.0178847112167581,0.00674414467519719,"ZMAT2, SNORA68, SNORA57, 7SK, SNORD45, SNORD95"
"551","chr3",179065832,179065847,16,"*",2,2.68329354226299e-05,0.00843883340362807,0.0442281421871171,0.0147726680565214,0.0190147652125802,0.0170305362424592,"MFN1, SNORA81, SNORD66, SNORD2, U4"
"552","chr19",49977222,49977670,449,"*",8,2.69100042106855e-07,0.0278467965750271,0.0962761288125015,0.0148060747020084,0.00970902052715195,0.00455591337052126,"CTD-3148I10.9, FLT3LG"
"553","chr17",77810509,77810742,234,"*",2,1.95007811880093e-05,0.0103667737136116,0.028129030387537,0.0148544394563829,-0.0265768704858273,-0.0180316976442035,"SNORA69, CBX4"
"554","chr11",46318223,46318527,305,"*",2,2.22724868955296e-06,0.0237588592343288,0.0100850452848548,0.0149293492219862,-0.023412723761002,-0.0167516624616653,"CREB3L1, SNORD43"
"555","chr8",67975874,67975880,7,"*",2,7.08433406368848e-07,0.0085138743959481,0.0449106684116948,0.0149405560208257,-0.0338484966179097,-0.0320269176190061,"SNORA7, CSPP1, SNORA32, COPS5"
"556","chr2",203036093,203036235,143,"*",4,1.19932552016824e-05,0.00705420896409792,0.0633078752827752,0.0150701975100401,-0.0222062086153051,-0.0157272393505858,"AC079354.1, SNORD11, SNORD51, SNORA41, SCARNA6, SNORD39, SNORA75, SNORA48, SNORA1, Vault"
"557","chr2",62132430,62133120,691,"*",11,3.4617317030823e-08,0.00375255516233183,0.122162944561145,0.0150775109226828,0.0113965032629577,0.00658420077348043,"SNORA73, SNORA64, SNORD75, SNORA12, COMMD1, SNORA74, SNORA19, snR65, 5S_rRNA, SNORA4, SNORD11, SNORA41, SCARNA6, SNORD39, SNORD18, SNORA36, SNORA75, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"558","chr2",68592345,68592394,50,"*",4,2.2663541693609e-05,0.00507192144844823,0.0768721810274411,0.0150966251537683,-0.0136171295729085,-0.012223683638971,"SNORA73, SNORA64, SNORD75, SNORA12, SNORA74, PLEK, SNORA19, snR65, 5S_rRNA, SNORA4, SNORD11, SNORA41, SCARNA6, SNORD39, SNORD18, SNORA36, SNORA75, ACA59, AC015969.3, SNORA48, SNORD56, SNORA43, SNORA1, Vault"
"559","chr1",202129192,202129566,375,"*",4,1.1575809833733e-05,0.00913438041332814,0.0614499565027878,0.0151299612576308,0.00841526577307213,0.00506467901984123,"snoU13, Y_RNA, SNORD112, U3, SNORA51, SNORA25, SCARNA20, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, PTPN7, SNORD60, SNORD116"
"560","chr7",2756996,2757342,347,"*",2,1.2476714832196e-05,0.0091770591012119,0.0387192756566323,0.0151442473696734,-0.0212396036868073,-0.021167738185273,"AMZ1"
"561","chr16",28518200,28518385,186,"*",3,1.77970630638434e-05,0.00825675806839279,0.0445862972946566,0.0151820981629889,-0.0269588447112261,-0.019485218394741,"IL27"
"562","chr12",8088741,8088937,197,"*",4,1.20151927113536e-05,0.0246985054214834,0.0470347226692939,0.0154720845254696,0.0124239862400223,0.0062502391809857,"SLC2A3, snoMe28S-Am2634"
"563","chr1",32801964,32802312,349,"*",8,1.42193573029621e-07,0.0110665531872837,0.0945549987715332,0.0155096395223282,-0.020885142011932,-0.0112969778811629,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, SCARNA17, SCARNA18, SCARNA24, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SNORA25, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, MARCKSL1, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, snoU109, SNORD60"
"564","chr7",76751736,76751906,171,"*",7,3.94664240643592e-07,0.00692367193189617,0.0464128678636786,0.0155540740008746,0.0080206961722772,0.00477483916238802,"RP11-467H10.2, CCDC146"
"565","chr17",72740934,72741152,219,"*",2,1.66683556293067e-05,0.0102280395411441,0.0330090910047301,0.0155772790880915,-0.0236118974614188,-0.00943490456351509,"SNORA69, RAB37"
"566","chr4",154073371,154074259,889,"*",13,4.38645200127765e-09,0.00217284918616518,0.130515096059464,0.0155815684101945,-0.0239006254292257,-0.0061208201953896,"TRIM2, SNORD65"
"567","chr22",36806185,36806655,471,"*",5,1.48587088836823e-05,0.00395489280231286,0.0994388763021565,0.0155889320978483,-0.0267055589707881,-0.0189792396367239,NA
"568","chr3",194826411,194826983,573,"*",3,8.26273727359134e-07,0.0243813963265725,0.0136370753265359,0.0156298550327823,-0.0413759852059491,-0.0254690050105608,"XXYLT1, U4"
"569","chr15",91447540,91447749,210,"*",2,1.82244949754738e-06,0.172386538662108,0.00471220469425912,0.0156681153081153,-0.0287347378386664,-0.0149449438076188,"MAN2A2"
"570","chr19",11924686,11925042,357,"*",6,3.8019491362267e-06,0.0245667953169195,0.0733875083737805,0.0157795294439131,0.00944700333258412,0.00497361422488173,NA
"571","chr11",72433059,72433866,808,"*",7,6.09749966380681e-07,0.00579068974924983,0.0932746435539753,0.0160649435853439,-0.00742445304379574,0.00303361110792648,"ARAP1, SNORD43"
"572","chr11",66055170,66055683,514,"*",4,1.12719654459164e-05,0.00540503958923965,0.0785128566885619,0.0161891269378892,-0.0211522351585332,-0.0146980876017731,"YIF1A, SNORD43"
"573","chr17",39780836,39781130,295,"*",4,8.92663928875072e-06,0.00542070711068913,0.0745963055885581,0.0161985458785242,-0.0180076087230814,-0.0144761625330529,"SNORA69, KRT17, JUP"
"574","chr12",123214554,123215553,1000,"*",12,7.75213712149277e-11,0.0217911370230562,0.0685692991284795,0.0163660412182202,0.0296067229365409,0.0117783308598546,"SNORA9, HCAR1"
"575","chr11",118754386,118754593,208,"*",6,2.37112913426665e-06,0.00539067322774681,0.0735387383652136,0.0164278832240206,0.01515567504257,0.01033325413575,"CXCR5"
"576","chr17",40438312,40438511,200,"*",3,2.00265739374892e-05,0.020195032995631,0.0376410551894117,0.0164461068226505,-0.0238521127979029,-0.0140561040332865,"SNORA69"
"577","chr6",30070342,30070403,62,"*",3,2.03148297635227e-07,0.00691333245243459,0.0670595670222988,0.0164572926190377,-0.0269837491654356,-0.023484966121987,"SNORA20"
"578","chr6",31544694,31545473,780,"*",9,3.1649845756248e-07,0.00217872113774543,0.13696744341772,0.0165146526970782,0.0182973032928221,0.0138872826372097,"TNF, SNORA20"
"579","chr1",25290947,25291991,1045,"*",8,4.37756995917575e-08,0.00422234268343683,0.0966746352971414,0.0165869168527484,0.0257579258611543,0.0135391077028713,"snoU13, Y_RNA, SCARNA16, SCARNA21, U1, SCARNA17, SCARNA18, SNORD112, SNORA62, SNORA63, SNORD46, SNORA2, SNORD81, U3, SNORA51, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, U8, SCARNA11, RUNX3, SNORA31, SNORA42, SNORA40, SNORD64, ACA64, snoU109, SNORD60"
"580","chr19",37663410,37663856,447,"*",12,4.07390968548346e-09,0.0144478401172769,0.0923511260266029,0.0166376910012825,0.00679018812101963,0.00296691660953917,"CTC-454I21.3, ZNF585A"
"581","chr19",2294887,2295092,206,"*",3,1.29074402023179e-05,0.0104181336486641,0.0477244154544436,0.016649509262879,-0.0200735919790982,-0.0141978760558807,"LINGO3"
"582","chr5",179234439,179234594,156,"*",2,2.91766069058397e-05,0.00957318935150382,0.0487936303249427,0.0167690474294284,-0.00709394690256238,-0.00165570947171944,"SQSTM1, SNORD95"
"583","chr10",73498624,73498766,143,"*",3,1.33979270629087e-05,0.012453638043289,0.0410455662534958,0.0167963070069341,-0.0209220934330928,-0.0157663741061376,"CDH23, SNORA71, SNORA17"
"584","chr17",78800199,78800806,608,"*",8,3.4566097247742e-07,0.0038618217015238,0.106685205213076,0.0168573336814233,-0.0232837452065249,-0.0121437791954531,"SNORA69, RPTOR"
"585","chr8",144655447,144655484,38,"*",2,1.41912787647603e-06,0.0152469673303666,0.0206059186374661,0.0169222546848251,-0.0279051806839812,-0.020244153490196,NA
"586","chr5",1338438,1338909,472,"*",3,1.04661407748669e-05,0.00786979273584314,0.0615759477974712,0.0169312179588837,-0.0130520067089509,-0.00864125242645367,"CLPTM1L"
"587","chr19",7894333,7894666,334,"*",2,1.29682403375337e-06,0.00974591775462319,0.0486151416581801,0.016986750057438,0.00824882662525286,0.0080408125891527,NA
"588","chr19",46318439,46318918,480,"*",6,8.97484575455403e-07,0.00417940447244069,0.0917141415267015,0.0172713311936551,-0.0258425899247127,-0.0142063293921586,"RSPH6A, SYMPK"
"589","chr11",45792610,45793643,1034,"*",8,8.4163343110227e-08,0.0178330751112422,0.0794158468291928,0.017306398825905,0.00604454018172458,0.00395506947109604,"CTD-2210P24.4, SNORD43"
"590","chr6",134496869,134497755,887,"*",10,2.12205232497995e-09,0.0201628797874054,0.0726781641607022,0.017403413351831,-0.0159749625897762,-0.00937831812702049,"SNORD28, SGK1, SNORA20"
"591","chr11",6640663,6640996,334,"*",5,1.85097000958744e-05,0.00487485871063321,0.0955680510653989,0.0174165522139324,-0.0158126025170392,0.000396611139084642,"LSP1, RP11-732A19.9, TPP1"
"592","chr17",79920672,79920755,84,"*",2,3.67934188033656e-05,0.012871381762401,0.0295639906857164,0.0176170657292415,-0.0152468069563821,-0.0126607915777305,"SNORA69"
"593","chr7",90032668,90033375,708,"*",6,8.13842943278525e-07,0.0707674871482449,0.0880917748519426,0.0176437850436493,0.00645473840583331,0.00404940617046402,"CLDN12, CTB-13L3.1"
"594","chr5",74162458,74162924,467,"*",8,1.4485216366038e-07,0.00762140140155691,0.0859797749191712,0.0176651271663564,-0.0195801120553068,-0.00856812503181169,"CTD-2377O17.1, snoZ6, SNORA27, SNORA68, RPS23P5, SNORA57, SNORA76, 7SK, FAM169A, SNORD45"
"595","chr11",67805250,67805456,207,"*",2,4.35272560453706e-06,0.0128996691567059,0.0299696219690569,0.0177372282996482,-0.0259160325365356,-0.0165237694714956,"SNORD43"
"596","chr1",228646916,228647248,333,"*",4,3.81430399669376e-06,0.0117959888251182,0.0444691301623564,0.0179110586838676,0.0268948796295342,0.010438205015329,"snoU13, Y_RNA, SNORD112, SNORA51, SNORA25, U8"
"597","chrX",38660299,38660511,213,"*",4,3.22895237379861e-05,0.0196724107497752,0.0265980150974205,0.0179173474336145,-0.0477912378122499,-0.0242940424437295,NA
"598","chr3",52099285,52099561,277,"*",5,5.91689180533713e-06,0.0145535299754539,0.0513817202625055,0.0179573385090324,-0.0210967803409836,-0.00990787781906549,"U7, SNORD77, SNORA33, SNORA81, SNORD66, SNORD5, SNORD38, SNORD63, Metazoa_SRP, SNORA18"
"599","chr15",40268687,40269214,528,"*",3,2.38637481856097e-05,0.00725266502697186,0.0749942512183476,0.0181401551177619,-0.0368686764354024,-0.0254952611937609,"EIF2AK4"
"600","chr14",100069535,100070043,509,"*",5,1.18359041249591e-06,0.00988876083816143,0.0285409247760838,0.0182028797899303,-0.0525154718929372,-0.0180595916283478,"CCDC85C"
"601","chr6",31740268,31741184,917,"*",11,3.24047428026263e-10,0.0575574131780217,0.0713051109888444,0.0182093483070617,-0.0144303029725331,-0.00369179777617704,"SNORA38, VWA7, SNORA20"
"602","chr8",1894604,1894814,211,"*",2,4.22245233201093e-06,0.0162233151259586,0.0224174075869574,0.0182814984886463,-0.0238693146422472,-0.0153904738391614,"ARHGEF10"
"603","chr11",32460375,32460587,213,"*",2,1.35317805306351e-05,0.0105460333133004,0.0514370717949226,0.0183614320331717,-0.00815199970663499,-0.000193534391444948,"WT1-AS"
"604","chr19",51225848,51226557,710,"*",6,6.16652453334343e-06,0.00754521438226066,0.0945593204734652,0.018389709769564,-0.021500719722481,-0.0150088359135947,NA
"605","chr1",159869927,159870326,400,"*",7,1.94715592189255e-06,0.00457615999771222,0.113533681934247,0.0184000872665524,-0.0211027633656167,-0.0117435558921827,"snoU13, Y_RNA, SCARNA16, SNORD112, SNORA63, U3, SNORA51, SNORA25, SNORD59, SCARNA20, SNORA67, U6, SNORA70, SNORA77, SNORA26, SNORA72, U8, SNORA31, SNORA40, CCDC19, ACA64, SNORD78, snoU109, SNORD60, SNORD116"
"606","chr5",16737972,16738125,154,"*",4,2.65195034222919e-05,0.0149518581493074,0.0465925223547422,0.0184268185962432,-0.0172731059888148,-0.0113900145445752,"SNORA27, RPS23P5, MYO10, 7SK, SNORD45"
"607","chr19",36246906,36248077,1172,"*",6,4.22552099079919e-08,0.00533313225636725,0.0930731438927647,0.0184347321834308,-0.0237977736548517,-0.0146353955030142,"HSPB6"
"608","chr16",1416030,1416292,263,"*",3,1.21314513028302e-05,0.0103850379413624,0.0526303406969893,0.0184422221319839,-0.0175982299225055,-0.0118657493222135,"UNKL"
"609","chr17",80833054,80833638,585,"*",4,4.40147887063332e-06,0.00595648664805725,0.0896712946499497,0.0185056673733136,-0.0314156308147285,-0.0226397055768682,"SNORA69, TBCD"
"610","chr8",142247864,142248321,458,"*",4,2.86656277246795e-06,0.0315979621139279,0.0177107004716507,0.018554935235537,-0.0197123313881198,-0.00975368676385391,"SLC45A4"
"611","chr17",80407379,80407779,401,"*",4,1.83136898883645e-06,0.00597354067580569,0.0877408597269475,0.0186949963487671,0.01911485000491,0.0127324191786267,"SNORA69, C17orf62"
"612","chr6",3023598,3024178,581,"*",6,2.60495887631677e-06,0.0116780971438125,0.0896250619266522,0.0187206541610223,0.0113963921346099,0.004906493452605,"HTATSF1P2"
"613","chrX",68059898,68060738,841,"*",5,3.3557356788563e-07,0.0275946903123678,0.0238788363809094,0.0188368377033682,-0.0288904467233286,-0.0108268646559013,"EFNB1"
"614","chr11",64119977,64120354,378,"*",5,2.83356736843489e-06,0.00523538636277168,0.0863690337370949,0.0189344477848624,-0.0117018952418851,-0.00709456055594646,"CCDC88B, SNORD43"
"615","chr17",76850052,76850277,226,"*",4,2.25359596838241e-05,0.013902713971723,0.0640800485604469,0.0190777175050044,-0.0316547295789342,-0.0217745036908367,"SNORA69, TIMP2"
"616","chr1",212588117,212589072,956,"*",8,1.42435557014478e-07,0.0243072359901971,0.101540508787178,0.0190844863485317,-0.0235558938503712,-0.00528096996202094,"snoU13, Y_RNA, SNORD112, U3, SNORA51, SNORA25, SNORA70, SNORA72, U8, TMEM206, SNORD116"
"617","chr17",57918262,57918682,421,"*",5,9.5052200379096e-06,0.00593662660394299,0.0909590843094387,0.0195307198555535,0.0165270104731852,0.0141731653124523,"SNORA69, VMP1, MIR21"
"618","chr17",80189645,80190154,510,"*",7,2.4818600490954e-07,0.0478611610099046,0.0559952192827349,0.0196665274059955,-0.025142829044125,-0.0120404162510927,"SNORA69, SLC16A3"
"619","chr12",48152204,48152585,382,"*",6,1.25095627481301e-06,0.00956983200906232,0.104593167700739,0.0196803264616271,-0.0227129623634109,-0.0138827417324032,"SLC48A1, RAPGEF3, snoMe28S-Am2634"
"620","chr3",183273245,183273894,650,"*",5,1.15347756073556e-05,0.00941328623565772,0.0625389345047984,0.0197224747666635,0.00804157520847157,0.00423327629220178,"SNORA81, SNORD66, SNORD2, KLHL6, U4"
"621","chr1",9256341,9257421,1081,"*",6,6.0377778278571e-06,0.0316881725402276,0.0536955792269082,0.0197669188707028,-0.0256652176833548,-0.00750397563642616,"snoU13, Y_RNA, SCARNA16, SCARNA21, SNORD112, SNORA62, U3, SNORA51, SCARNA20, SNORA67, SNORA70, SNORA77, SNORA26, U8, RP3-510D11.1, SCARNA11, SNORA31, SNORA42, SNORA40, snoU109, SNORD60"
"622","chr19",51627843,51628204,362,"*",5,1.04679406606402e-05,0.0119979042128517,0.0788370669530375,0.0198791638060827,-0.0195351182932287,-0.0127896993938706,"SIGLEC9"
"623","chr8",22560972,22561445,474,"*",4,7.22350155955579e-06,0.00987805049355154,0.052060405540517,0.01992747465151,-0.0252016377435883,-0.017863548890643,"RP11-459E5.1, SNORA7"
"624","chr17",56408688,56408804,117,"*",4,7.92174553123581e-06,0.0145197231030987,0.0562117510864975,0.0200336862400204,0.00780432150831777,0.00672291976910737,"SNORA69, BZRAP1-AS1, MIR142"
"625","chr20",35273933,35274570,638,"*",3,9.09999545446991e-07,0.0105488455784849,0.0581403423144361,0.0201013783652387,0.0180992048133805,0.0122445047778903,"SLA2"
"626","chr10",104210981,104211761,781,"*",9,1.17827586992497e-07,0.0304506002395196,0.104522314118532,0.0201419004484021,-0.0164151151645802,-0.00898774865700915,"RP11-18I14.10, SNORA17, C10orf95"
